"","X","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file"
"12",87,"Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.05819444,-80.10330556,NA,"",1,"2al24",1,"11","3",0.43,NA,"msats303"
"13",439,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER27",0,"30","4",0.927,NA,"msats001"
"14",440,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER44",0,"30","2",0.569,NA,"msats001"
"15",441,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER61",0,"30","2",0.939,NA,"msats001"
"16",442,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER92",0,"30","2",0.883,NA,"msats001"
"17",443,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER159",0,"30","4",0.837,NA,"msats001"
"18",444,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER243",0,"30","4",0.46,NA,"msats001"
"19",445,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER263",0,"30","2",0.511,NA,"msats001"
"20",446,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER358",0,"30","4",0.334,NA,"msats001"
"21",447,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER453",0,"30","4",0.948,NA,"msats001"
"22",448,"Aetobatus narinari","Whitespotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER476",0,"30","4",0.91,NA,"msats001"
"23",1372,"Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523",0,"USA","Oregon",45.83555556,-124.8016667,NA,"2006",1,"Afi32A",0,"24","2",0.88,NA,"msats305"
"24",1373,"Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523",0,"USA","Oregon",45.83555556,-124.8016667,NA,"2006",1,"AfiP3A",0,"31","2",0.89,NA,"msats305"
"25",1374,"Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523",0,"USA","Oregon",45.83555556,-124.8016667,NA,"2006",1,"Afi03",0,"29","3",0.72,NA,"msats305"
"26",1375,"Anoplopoma fimbria","Sablefish","M. A. Tripp-Valdez et al. (2012) J. Appl. Ichthyol. 28: 516â€“523",0,"USA","Oregon",45.83555556,-124.8016667,NA,"2006",1,"Afi701",0,"23","4",0.9,NA,"msats305"
"27",1779,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp003",1,"22","4",0.13,NA,"msats301"
"28",1780,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp017",1,"22","4",0.426,NA,"msats301"
"29",1781,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp039",1,"22","4",0.133,NA,"msats301"
"30",1782,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp121",1,"22","4",0.719,NA,"msats301"
"31",1783,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp221",1,"22","3",0.575,NA,"msats301"
"32",1784,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp230",1,"22","3",0.769,NA,"msats301"
"33",1785,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp239",1,"22","3",0.862,NA,"msats301"
"34",1786,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp275",1,"22","6",0.662,NA,"msats301"
"35",1787,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp301",1,"22","4",0.779,NA,"msats301"
"36",1788,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp473",1,"22","4",0.13,NA,"msats301"
"37",1789,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp489",1,"22","3",0.045,NA,"msats301"
"38",1790,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp500",1,"22","3",0.355,NA,"msats301"
"39",1791,"Brevoortia gunteri","Finescale menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Sabine Lake",30.042056,-93.820792,NA,"2002-2004",1,"Bp531",1,"22","3",0.593,NA,"msats301"
"40",1792,"Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,NA,"2004, 2005",1,"AF039657",1,"60","3",0.066,NA,"ppdat"
"41",1793,"Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,NA,"2004, 2005",1,"AF039658",1,"60","3",0.823,NA,"ppdat"
"42",1795,"Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,NA,"2004, 2005",1,"AF039661",1,"60","4",0.184,NA,"ppdat"
"43",1796,"Brevoortia gunteri","Finescale menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,NA,"2004, 2005",1,"AF049462",1,"60","3",0.783,NA,"ppdat"
"44",1808,"Brevoortia gunteri","Finescale menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Louisiana",29.506549,-92.550659,NA,"2006-2007",1,"AsaB020",1,"24","3",0.473,NA,"msats304"
"45",1809,"Brevoortia gunteri","Finescale menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Louisiana",29.506549,-92.550659,NA,"2006-2007",1,"AsaC334",1,"11","4",0.814,NA,"msats304"
"46",1810,"Brevoortia gunteri","Finescale menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Louisiana",29.506549,-92.550659,NA,"2006-2007",1,"AsaD055",1,"25","4",0.912,NA,"msats304"
"47",1812,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Louisiana",29.123373,-90.990601,"MENATGM","",5,"",1,"20","3.4",0.672798886,NA,"ppdat"
"48",1812,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Louisiana",29.123373,-90.990601,"MENATGM","",5,"",1,"20","3.4",0.496880299,NA,"ppdat"
"49",1812,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Louisiana",29.123373,-90.990601,"MENATGM","",5,"",1,"20","3.4",0.480951677,NA,"ppdat"
"50",1812,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Louisiana",29.123373,-90.990601,"MENATGM","",5,"",1,"20","3.4",0.610102798,NA,"ppdat"
"51",1812,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Louisiana",29.123373,-90.990601,"MENATGM","",5,"",1,"20","3.4",0.354836227,NA,"ppdat"
"52",1813,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Matagorda, TX",28.595374,-95.960884,"MENATGM","",5,"",1,"20","3.4",0.043577225,NA,"ppdat"
"53",1813,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Matagorda, TX",28.595374,-95.960884,"MENATGM","",5,"",1,"20","3.4",0.790450637,NA,"ppdat"
"54",1813,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Matagorda, TX",28.595374,-95.960884,"MENATGM","",5,"",1,"20","3.4",0.706723341,NA,"ppdat"
"55",1813,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Matagorda, TX",28.595374,-95.960884,"MENATGM","",5,"",1,"20","3.4",0.737304518,NA,"ppdat"
"56",1813,"Brevoortia patronus","Gulf menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Matagorda, TX",28.595374,-95.960884,"MENATGM","",5,"",1,"20","3.4",0.704016519,NA,"ppdat"
"57",1814,"Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,"MENATGM","2004, 2005",1,"AF039658",1,"60","3",0.883,NA,"ppdat"
"58",1815,"Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,"MENATGM","2004, 2005",1,"AF049462",1,"60","3",0.923,NA,"ppdat"
"59",1817,"Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,"MENATGM","2004, 2005",1,"AF039657",1,"60","3",0.736,NA,"ppdat"
"60",1818,"Brevoortia patronus","Gulf menhaden","Anderson & McDonald 2007 J Fish Bio",1,"USA","Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",28.516969,-95.892334,"MENATGM","2004, 2005",1,"AF039661",1,"60","4",0.126,NA,"ppdat"
"61",1820,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"Asa16",1,"45","3",0.812,NA,"ppdat"
"62",1821,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"AsaC334",1,"49","4",0.855,NA,"ppdat"
"63",1822,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"AsaB020",1,"49","3",0.939,NA,"ppdat"
"64",1823,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"Asa2",1,"49","3",0.641,NA,"ppdat"
"65",1824,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"Asa4",1,"44","3",0.79,NA,"ppdat"
"66",1825,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"AsaD055",1,"45","4",0.912,NA,"ppdat"
"67",1826,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"SarBH04",1,"44","2",0.442,NA,"ppdat"
"68",1827,"Brevoortia patronus","Gulf menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,"MENATGM","2006-2007",1,"Aa16",1,"49","2",0.448,NA,"ppdat"
"69",1828,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp017",1,"19","4",0.193,NA,"msats301"
"70",1829,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp121",1,"19","4",0.7,NA,"msats301"
"71",1830,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp221",1,"19","3",0.323,NA,"msats301"
"72",1831,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp230",1,"19","3",0.693,NA,"msats301"
"73",1832,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp239",1,"19","3",0.66,NA,"msats301"
"74",1833,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp275",1,"19","6",0.398,NA,"msats301"
"75",1834,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp473",1,"19","4",0.479,NA,"msats301"
"76",1835,"Brevoortia smithi","Yellowfin menhaden","Anderson & Karel (2013) Fish. Bull. 112:71-81",0,"USA","Charlotte Harbor",26.955647,-82.055861,NA,"2002-2004",1,"Bp531",1,"19","3",0.599,NA,"msats301"
"77",1845,"Brevoortia smithi","Yellowfin menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Florida",30.221102,-86.334229,NA,"2006-2007",1,"Aa16",1,"24","2",0.325,NA,"msats304"
"78",1846,"Brevoortia smithi","Yellowfin menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Florida",30.221102,-86.334229,NA,"2006-2007",1,"Asa16",1,"24","3",0.582,NA,"msats304"
"79",1847,"Brevoortia smithi","Yellowfin menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Florida",30.221102,-86.334229,NA,"2006-2007",1,"Asa2",1,"24","3",0.117,NA,"msats304"
"80",1848,"Brevoortia smithi","Yellowfin menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Florida",30.221102,-86.334229,NA,"2006-2007",1,"AsaC334",1,"17","4",0.595,NA,"msats304"
"81",1849,"Brevoortia smithi","Yellowfin menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Florida",30.221102,-86.334229,NA,"2006-2007",1,"AsaD055",1,"24","4",0.883,NA,"msats304"
"82",1850,"Brevoortia smithi","Yellowfin menhaden","Lynch 2008 Thesis (W&M)",0,"USA","West Florida",30.221102,-86.334229,NA,"2006-2007",1,"SarBH04",1,"24","2",0.307,NA,"msats304"
"83",1851,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Maine",43.992815,-68.995972,"MENATLAN","",5,"",1,"10","3.4",0.632842083,NA,"ppdat"
"84",1851,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Maine",43.992815,-68.995972,"MENATLAN","",5,"",1,"10","3.4",0.596135426,NA,"ppdat"
"85",1851,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Maine",43.992815,-68.995972,"MENATLAN","",5,"",1,"10","3.4",0.575583213,NA,"ppdat"
"86",1851,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Maine",43.992815,-68.995972,"MENATLAN","",5,"",1,"10","3.4",0.674631947,NA,"ppdat"
"87",1851,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Maine",43.992815,-68.995972,"MENATLAN","",5,"",1,"10","3.4",0.411399107,NA,"ppdat"
"88",1853,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","North Carolina",34.669359,-76.807022,"MENATLAN","",5,"",1,"20","3.4",0.545552394,NA,"ppdat"
"89",1853,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","North Carolina",34.669359,-76.807022,"MENATLAN","",5,"",1,"20","3.4",0.748107676,NA,"ppdat"
"90",1853,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","North Carolina",34.669359,-76.807022,"MENATLAN","",5,"",1,"20","3.4",0.354971198,NA,"ppdat"
"91",1853,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","North Carolina",34.669359,-76.807022,"MENATLAN","",5,"",1,"20","3.4",0.081174754,NA,"ppdat"
"92",1853,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","North Carolina",34.669359,-76.807022,"MENATLAN","",5,"",1,"20","3.4",0.463908424,NA,"ppdat"
"93",1854,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Virginia",36.79279,-75.926743,"MENATLAN","",5,"",1,"10","3.4",0.452493832,NA,"ppdat"
"94",1854,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Virginia",36.79279,-75.926743,"MENATLAN","",5,"",1,"10","3.4",0.430186056,NA,"ppdat"
"95",1854,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Virginia",36.79279,-75.926743,"MENATLAN","",5,"",1,"10","3.4",0.500310073,NA,"ppdat"
"96",1854,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Virginia",36.79279,-75.926743,"MENATLAN","",5,"",1,"10","3.4",0.661273608,NA,"ppdat"
"97",1854,"Brevoortia tyrannus","Atlantic menhaden","Anderson & Karel 2007 J Fish Bio",0,"USA","Virginia",36.79279,-75.926743,"MENATLAN","",5,"",1,"10","3.4",1,NA,"ppdat"
"98",1856,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"AsaB020",1,"115","3",0.888,NA,"ppdat"
"99",1857,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"SarBH04",1,"110","2",0.738,NA,"ppdat"
"100",1858,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"Asa4",1,"101","3",0.825,NA,"ppdat"
"101",1859,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"Asa2",1,"113","3",0.649,NA,"ppdat"
"102",1861,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"AsaD055",1,"112","4",0.912,NA,"ppdat"
"103",1862,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"AsaC334",1,"113","4",0.638,NA,"ppdat"
"104",1863,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,"MENATLAN","2006-2007",1,"Aa16",1,"116","2",0.629,NA,"ppdat"
"105",1864,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"Asa2",1,"50","3",0.659,NA,"ppdat"
"106",1865,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"Asa4",1,"47","3",0.839,NA,"ppdat"
"107",1866,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"AsaB020",1,"49","3",0.902,NA,"ppdat"
"108",1867,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"Aa16",1,"50","2",0.625,NA,"ppdat"
"109",1868,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"SarBH04",1,"49","2",0.759,NA,"ppdat"
"110",1869,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"Asa16",1,"50","3",0.877,NA,"ppdat"
"111",1870,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"AsaC334",1,"51","4",0.436,NA,"ppdat"
"112",1871,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,"MENATLAN","2006-2007",1,"AsaD055",1,"36","4",0.917,NA,"ppdat"
"113",1872,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","New England (Gloucester, MA)",42.407098,-70.610479,"MENATLAN","2006-2007",1,"Aa16",1,"47","2",0.709,NA,"ppdat"
"114",1873,"Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull",0,"USA","New England (Gloucester, MA)",42.407098,-70.610479,"MENATLAN","2006-2007",1,"Asa2",1,"44","3",0.6,NA,"ppdat"
